title,make,model,year,condition,transmission,location,price
Toyota Hilux 2.0 VVT-i 2012 White,Toyota,Hilux,,foreign used,manual,Yaba,"₦ 16,500,000"
Mercedes-Benz GLC-Class 2016 Gray,,,,foreign used,automatic,Amuwo-Odofin,"₦ 38,800,000"
Mercedes-Benz GLC-Class 2017 Black,,,,foreign used,automatic,Apapa,"₦ 40,000,000"
Toyota C-HR XLE FWD Sport Utility (2.0L 4cyl 2AM) 2018 Black,Toyota,C-HR,,foreign used,automatic,Surulere,"₦ 31,200,000"
Lexus RX 2011 White,Lexus,RX,2011,foreign used,automatic,Isolo,"₦ 19,800,000"
Toyota Camry 2015 Silver,Toyota,Camry,2015,foreign used,automatic,Apapa,"₦ 20,000,000"
Toyota 4-Runner 2005 Silver,Toyota,4-Runner,2005,foreign used,automatic,Apapa,"₦ 15,000,000"
Toyota Corolla 2010 Gray,Toyota,Corolla,2010,foreign used,automatic,Apapa,"₦ 11,000,000"
Peugeot 307 2007 Silver,Peugeot,307,2007,local used,automatic,Kaduna / Kaduna State,"₦ 5,800,000"
Honda Accord 2016 Gray,Honda,Accord,2016,foreign used,automatic,Surulere,"₦ 17,550,000"
Volkswagen Passat 2004 Silver,Volkswagen,Passat,2004,local used,manual,Abule Egba,"₦ 2,800,000"
Kia Cadenza 2014 Gray,Kia,Cadenza,2014,foreign used,automatic,Garki 2,"₦ 15,500,000"
Toyota Avalon XLE FWDSedan (3.6L 6cyl 6A) 2016 Black,Toyota,Avalon,,foreign used,unknown,Port-Harcourt,"₦ 23,000,000"
Toyota Prius 2018 White,Toyota,Prius,2018,foreign used,unknown,Central Business District,"₦ 63,800,000"
New Lexus LX 2023 Black,New,Lexus,,new,automatic,Central Business District,"₦ 275,000,000"
Toyota Camry Automatic 1990 Red,Toyota,Camry,,local used,manual,Ibadan,"₦ 2,400,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander,,foreign used,automatic,Ibadan,"₦ 30,980,000"
Nissan Primera Wagon 2001 Black,Nissan,Primera,,foreign used,automatic,Ikeja,"₦ 5,500,000"
Toyota Sienna XLE 7 Passenger 2012 Black,Toyota,Sienna,,foreign used,automatic,Apapa,"₦ 22,500,000"
Pontiac Vibe 2006 Blue,Pontiac,Vibe,2006,foreign used,automatic,Amuwo-Odofin,"₦ 9,500,000"
Toyota Camry 2006 Green,Toyota,Camry,2006,local used,automatic,Ikeja,"₦ 5,500,000"
New Toyota Land Cruiser 2024 Black,New,Toyota,,new,automatic,Central Business District,"₦ 175,000,000"
Toyota Highlander SE 2019 Black,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 52,500,000"
Toyota Camry Automatic 1998 Gold,Toyota,Camry,,local used,automatic,Amuwo-Odofin,"₦ 2,400,000"
Lexus RX 350 2013 Black,Lexus,RX,,foreign used,automatic,Amuwo-Odofin,"₦ 29,500,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,foreign used,automatic,Apapa,"₦ 11,000,000"
Toyota Corolla 2015 Silver,Toyota,Corolla,2015,foreign used,automatic,Ipaja,"₦ 15,950,000"
Toyota Tundra 2008 Black,Toyota,Tundra,2008,foreign used,automatic,Amuwo-Odofin,"₦ 21,500,000"
Ford Explorer 2011 Silver,Ford,Explorer,2011,foreign used,automatic,Ajah,"₦ 19,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2011 Gold,,,,foreign used,automatic,Lekki,"₦ 12,500,000"
Toyota Avalon 2015 Blue,Toyota,Avalon,2015,foreign used,automatic,Apapa,"₦ 21,000,000"
Kia Picanto 1.1 2011 Brown,Kia,Picanto,,foreign used,manual,Isolo,"₦ 8,000,000"
Kia Rio EX 4dr Hatchback (1.6L 4cyl 6A) 2013 Silver,Kia,Rio,,local used,automatic,Garki 2,"₦ 6,250,000"
Lexus RX 350 AWD 2015 Red,Lexus,RX,,foreign used,automatic,Apapa,"₦ 26,500,000"
Toyota Tundra 2010 Black,Toyota,Tundra,2010,foreign used,automatic,Apapa,"₦ 32,000,000"
Land Rover Range Rover Sport HSE 4x4 (4.4L 8cyl 6A) 2006 Black,Land,Rover,,local used,automatic,Amuwo-Odofin,"₦ 6,200,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,Ifako-Ijaiye,"₦ 3,850,000"
Kia Morning 2013 White,Kia,Morning,2013,foreign used,automatic,Central Business District,"₦ 8,000,000"
Lexus GX 460 2012 Gold,Lexus,GX,,local used,automatic,Gudu,"₦ 27,000,000"
Ford Edge 2014 Black,Ford,Edge,2014,local used,automatic,Kaduna / Kaduna State,"₦ 7,000,000"
Mercedes-Benz M Class ML 350 4Matic 2010 Gray,,,,local used,automatic,Ajah,"₦ 9,500,000"
Lexus GX 460 2010 Black,Lexus,GX,,foreign used,automatic,Lekki,"₦ 34,500,000"
Ford F-150 XL 2013 White,Ford,F-150,,local used,automatic,Ikeja,"₦ 11,500,000"
Honda Fit 2009 Red,Honda,Fit,2009,foreign used,automatic,Kaduna / Kaduna State,"₦ 8,500,000"
Mercedes-Benz C300 2017 White,,,,foreign used,automatic,Ibadan,"₦ 22,850,000"
Toyota Sienna 2005 White,Toyota,Sienna,2005,local used,automatic,Agege,"₦ 8,200,000"
Hyundai Sonata 2012 Red,Hyundai,Sonata,2012,local used,automatic,Ogba,"₦ 7,950,000"
Toyota RAV4 180 2008 Black,Toyota,RAV4,,local used,automatic,Isolo,"₦ 7,350,000"
Toyota Avalon 2013 Gray,Toyota,Avalon,2013,foreign used,automatic,Apapa,"₦ 22,500,000"
Toyota Highlander 2022 Black,Toyota,Highlander,2022,foreign used,automatic,Central Business District,"₦ 63,500,000"
Honda CR-V Touring 4dr SUV (2.4L 4cyl CVT) 2016 Black,Honda,CR-V,,foreign used,automatic,Garki 2,"₦ 25,000,000"
Lexus RX 350 AWD 2013 Silver,Lexus,RX,,foreign used,automatic,Surulere,"₦ 24,500,000"
Peugeot 3008 2020 Blue,Peugeot,3008,2020,local used,automatic,Kubwa,"₦ 27,500,000"
Toyota Yaris 2004 Red,Toyota,Yaris,2004,foreign used,manual,Benin City,"₦ 5,250,000"
Nissan Micra 1999 Green,Nissan,Micra,1999,local used,manual,Zaria,"₦ 4,300,000"
Toyota Camry 2017 Gold,Toyota,Camry,2017,local used,automatic,Gwarinpa,"₦ 13,500,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Gold,Toyota,Highlander,,foreign used,automatic,Amuwo-Odofin,"₦ 30,000,000"
Toyota Corolla Base 4dr Sedan (1.8L 4cyl 5M) 2011 Black,Toyota,Corolla,,local used,automatic,Ajah,"₦ 7,700,000"
Toyota Camry 2008,Toyota,Camry,2008,local used,automatic,Ogba,"₦ 8,500,000"
Land Rover Range Rover Sport 2011 Gray,Land,Rover,,local used,automatic,Gwarinpa,"₦ 12,500,000"
Toyota Corolla S 2007 Blue,Toyota,Corolla,,foreign used,automatic,Amuwo-Odofin,"₦ 8,980,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry,,foreign used,automatic,Central Business District,"₦ 15,000,000"
Lexus IS 2010 Silver,Lexus,IS,2010,foreign used,automatic,Apapa,"₦ 13,000,000"
Lexus RX 350 2014 Gold,Lexus,RX,,foreign used,automatic,Apapa,"₦ 28,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 White,,,,foreign used,automatic,Amuwo-Odofin,"₦ 98,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 White,,,,foreign used,automatic,Ajah,"₦ 21,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2014 White,,,,local used,automatic,Ojodu,"₦ 14,500,000"
Chevrolet Corvette 2022 Silver,Chevrolet,Corvette,2022,foreign used,automatic,Asokoro,"₦ 240,000,000"
Toyota Highlander 2009 Silver,Toyota,Highlander,2009,local used,automatic,Abule Egba,"₦ 11,550,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Black,Toyota,Camry,,local used,automatic,Ajah,"₦ 6,500,000"
Toyota 4-Runner Limited V8 4x4 2005 Gray,Toyota,4-Runner,,foreign used,automatic,Apapa,"₦ 12,300,000"
Honda Accord 2016 Burgundy,Honda,Accord,2016,local used,automatic,Central Business District,"₦ 12,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,,,,local used,automatic,Ikeja,"₦ 9,500,000"
Toyota Highlander XSE 2022 Gray,Toyota,Highlander,,foreign used,automatic,Lekki,"₦ 70,000,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,foreign used,automatic,Amuwo-Odofin,"₦ 9,500,000"
Toyota Corolla LE 2005 Red,Toyota,Corolla,,local used,automatic,Kaduna / Kaduna State,"₦ 5,600,000"
Lexus RX 350 2017 Black,Lexus,RX,,foreign used,automatic,Ikeja,"₦ 52,000,000"
Nissan Frontier 2014 White,Nissan,Frontier,2014,foreign used,automatic,Apapa,"₦ 15,000,000"
Mercedes-Benz GLK-Class 2011 Blue,,,,foreign used,automatic,Apapa,"₦ 15,500,000"
Toyota Corolla Verso 1.6 2006 Brown,Toyota,Corolla,,foreign used,automatic,Apapa,"₦ 11,000,000"
Toyota Highlander 2012 Silver,Toyota,Highlander,2012,foreign used,automatic,Apapa,"₦ 18,800,000"
Toyota RAV4 2019 Blue,Toyota,RAV4,2019,local used,automatic,Kubwa,"₦ 18,500,000"
Toyota Corolla LE 2005 Red,Toyota,Corolla,,local used,automatic,Port-Harcourt,"₦ 5,150,000"
Lexus IS 2008 Blue,Lexus,IS,2008,local used,automatic,Ikeja,"₦ 8,500,000"
Toyota Corolla LE 2004 Black,Toyota,Corolla,,local used,automatic,Warri,"₦ 5,280,000"
Lexus RX 350 2011 Matt Black,Lexus,RX,,local used,automatic,Nnewi,"₦ 15,500,000"
Mercedes-Benz GLE-Class GLE 350 2020 Black,,,,foreign used,automatic,Ajah,"₦ 107,000,000"
Lamborghini Urus Base 4dr AWD 2020 White,Lamborghini,Urus,,foreign used,automatic,Lekki,"₦ 522,500,000"
Mini Mini 2012 Red,Mini,Mini,2012,local used,automatic,Central Business District,"₦ 11,500,000"
Toyota RAV4 3.5 Limited 2010 Gold,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 12,000,000"
Lexus RX 2011 White,Lexus,RX,2011,foreign used,automatic,Ikeja,"₦ 22,000,000"
Honda Civic 1.4 2008 Silver,Honda,Civic,,local used,automatic,Garki 2,"₦ 3,850,000"
Land Rover Range Rover Vogue 2021 White,Land,Rover,,foreign used,automatic,Kosofe,"₦ 155,000,000"
Toyota Camry 2008 Green,Toyota,Camry,2008,foreign used,automatic,Ejigbo,"₦ 14,500,000"
Toyota RAV4 LE AWD (2.5L 4cyl 6A) 2017 Black,Toyota,RAV4,,foreign used,automatic,Ejigbo,"₦ 24,300,000"
Toyota Highlander 2016 Gold,Toyota,Highlander,2016,foreign used,automatic,Apapa,"₦ 33,000,000"
Lexus RX 350 AWD 2012 Black,Lexus,RX,,foreign used,automatic,Kubwa,"₦ 22,500,000"
Kia Optima 2015 Gray,Kia,Optima,2015,foreign used,automatic,Yaba,"₦ 13,500,000"
Toyota Sienna XLE 7 Passenger Mobility 2012 Blue,Toyota,Sienna,,local used,automatic,Ogba,"₦ 12,500,000"
Toyota Highlander LE 2021 Blue,Toyota,Highlander,,foreign used,automatic,Isolo,"₦ 58,500,000"
Mercedes-Benz C180 2006 Blue,,,,local used,automatic,Kaduna / Kaduna State,"₦ 4,500,000"
Mercedes-Benz GLA 250 2022 Black,,,,foreign used,automatic,Ojodu,"₦ 60,000,000"
Toyota Highlander LE 4x4 V6 (3.5L 6cyl 8A) 2018 Black,Toyota,Highlander,,foreign used,automatic,Ogudu,"₦ 24,000,000"
Dodge Challenger 2018 White,Dodge,Challenger,2018,foreign used,automatic,Agege,"₦ 44,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 White,,,,foreign used,automatic,Oshodi,"₦ 18,000,000"
Toyota RAV4 2024 Blue,Toyota,RAV4,2024,foreign used,automatic,Amuwo-Odofin,"₦ 38,000,000"
Lexus GX 460 Luxury 2016 Black,Lexus,GX,,foreign used,automatic,Apapa,"₦ 59,000,000"
Lexus ES 350 2011 Red,Lexus,ES,,foreign used,automatic,Ifako-Ijaiye,"₦ 15,200,000"
Toyota Venza V6 AWD 2011 Red,Toyota,Venza,,foreign used,automatic,Magodo,"₦ 19,800,000"
Kia Sorento 2.0T EX FWD 2017 Gray,Kia,Sorento,,foreign used,automatic,Apapa,"₦ 22,000,000"
Chevrolet Trax 2014 Gray,Chevrolet,Trax,2014,foreign used,automatic,Alimosho,"₦ 14,000,000"
Land Rover Range Rover Evoque 2015 Black,Land,Rover,,local used,automatic,Osogbo,"₦ 11,400,000"
Lexus RX 350 AWD 2013 Red,Lexus,RX,,foreign used,automatic,Apapa,"₦ 26,000,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry,,local used,automatic,Asokoro,"₦ 22,000,000"
Mercedes-Benz C300 Base 4dr RWD Sedan (2.0L 4cyl 7A) 2015 Gray,,,,foreign used,automatic,Jahi,"₦ 27,000,000"
New Rolls-Royce Cullinan Black Badge 2022 Black,New,Rolls-Royce,,new,automatic,Lekki,"₦ 1,620,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 White,,,,foreign used,automatic,Lekki,"₦ 155,000,000"
Mercedes-Benz GLC-Class 2017 Silver,,,,foreign used,automatic,Amuwo-Odofin,"₦ 38,500,000"
New Toyota Camry XLE Auto 2024 Silver,New,Toyota,,new,automatic,Ikeja,"₦ 120,000,000"
Lexus ES 2014 Gray,Lexus,ES,2014,foreign used,automatic,Ikorodu,"₦ 25,800,000"
Mercedes-Benz G-Class 2019 Black,,,,foreign used,automatic,Maryland,"₦ 350,000,000"
Lexus RX 350L 4WD 2020 Gold,Lexus,RX,,foreign used,automatic,Kano Municipal,"₦ 65,000,000"
Hyundai Accent 2013 White,Hyundai,Accent,2013,local used,automatic,Gwarinpa,"₦ 8,700,000"
Lexus GX 470 2004 Silver,Lexus,GX,,local used,automatic,Ikeja,"₦ 9,400,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Red,Toyota,Camry,,foreign used,automatic,Lekki,"₦ 22,000,000"
Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 31,500,000"
Toyota RAV4 2008 White,Toyota,RAV4,2008,local used,automatic,Kosofe,"₦ 4,400,000"
Mercedes-Benz GLE-Class GLE 350 2016 Blue,,,,foreign used,automatic,Lekki,"₦ 42,500,000"
Honda Accord 2019 White,Honda,Accord,2019,foreign used,automatic,Wuse 2,"₦ 28,300,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Burgundy,Toyota,Camry,,foreign used,automatic,Jahi,"₦ 30,000,000"
Toyota Sienna 2000 Silver,Toyota,Sienna,2000,foreign used,automatic,Apapa,"₦ 8,500,000"
Toyota Highlander Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A) 2014,Toyota,Highlander,,foreign used,automatic,Surulere,"₦ 30,000,000"
Toyota RAV4 2013 Gray,Toyota,RAV4,2013,foreign used,automatic,Amuwo-Odofin,"₦ 23,324,000"
Toyota RAV4 2.5 2010 Gray,Toyota,RAV4,,local used,automatic,Alimosho,"₦ 8,500,000"
Toyota Venza LE AWD 2013 Black,Toyota,Venza,,local used,automatic,Ikeja,"₦ 12,800,000"
Toyota Camry 2006 Gold,Toyota,Camry,2006,local used,automatic,Ogba,"₦ 5,500,000"
Toyota Tacoma 2014 Black,Toyota,Tacoma,2014,foreign used,automatic,Apapa,"₦ 26,000,000"
Toyota Sienna 2004 Gold,Toyota,Sienna,2004,local used,automatic,Ajah,"₦ 4,400,000"
Toyota Corolla 2009 Black,Toyota,Corolla,2009,local used,automatic,Ilorin South,"₦ 7,500,000"
Honda CR-V 2008 Blue,Honda,CR-V,2008,foreign used,automatic,Amuwo-Odofin,"₦ 12,000,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,Owerri,"₦ 3,500,000"
Honda Odyssey EX Passenger Van (3.5L 6cyl 6A) 2017 Black,Honda,Odyssey,,foreign used,automatic,Ajah,"₦ 17,500,000"
Honda Pilot 2002 Silver,Honda,Pilot,2002,local used,automatic,Ikeja,"₦ 4,000,000"
Toyota Land Cruiser 2014 Black,Toyota,Land,,foreign used,automatic,Gwarinpa,"₦ 66,000,000"
Toyota Corolla 2015 Gray,Toyota,Corolla,2015,local used,automatic,Jahi,"₦ 11,500,000"
Toyota Highlander Limited 2012 Black,Toyota,Highlander,,foreign used,automatic,Amuwo-Odofin,"₦ 22,500,000"
Toyota Corolla S Special Edition 4dr Sedan (1.8L 4cyl 4A) 2013 Blue,Toyota,Corolla,,foreign used,automatic,Utako,"₦ 14,000,000"
Mercedes-Benz E350 2012 Gray,,,,local used,automatic,Gwarinpa,"₦ 11,000,000"
Toyota Matrix 2008 Blue,Toyota,Matrix,2008,local used,automatic,Port-Harcourt,"₦ 5,950,000"
Lexus ES 350 2011 Red,Lexus,ES,,foreign used,automatic,Apapa,"₦ 17,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 Red,,,,foreign used,automatic,Ikorodu,"₦ 15,500,000"
Lexus RX 350 2012 Silver,Lexus,RX,,foreign used,automatic,Amuwo-Odofin,"₦ 21,000,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,foreign used,automatic,Central Business District,"₦ 105,000,000"
Lexus ES 350 2011 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 14,000,000"
Toyota Highlander 2019 Silver,Toyota,Highlander,2019,foreign used,automatic,Amuwo-Odofin,"₦ 33,500,000"
Lexus RX 350 2007 White,Lexus,RX,,foreign used,automatic,Ogba,"₦ 15,000,000"
Toyota Highlander SE 2012 White,Toyota,Highlander,,foreign used,automatic,Surulere,"₦ 18,000,000"
Lexus ES 350 2008 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 11,800,000"
Mercedes-Benz E350 2014 White,,,,local used,automatic,Jahi,"₦ 18,500,000"
Toyota Avalon 2014 Silver,Toyota,Avalon,2014,foreign used,automatic,Amuwo-Odofin,"₦ 22,500,000"
Toyota Camry SE FWD 2020 Black,Toyota,Camry,,local used,automatic,Gwarinpa,"₦ 25,000,000"
Toyota RAV4 Limited V6 2008 Red,Toyota,RAV4,,local used,automatic,Ibadan,"₦ 6,800,000"
Hyundai Santa Fe Limited AWD 2017 Gray,Hyundai,Santa,,foreign used,automatic,Katampe,"₦ 25,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Gold,Toyota,Camry,,local used,automatic,Alimosho,"₦ 7,999,999"
Toyota Highlander 3.5L 4WD 2013,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 19,500,000"
Toyota Corolla 2005 Gold,Toyota,Corolla,2005,foreign used,automatic,Central Business District,"₦ 7,500,000"
Toyota Camry 2.4 LE 2008 Green,Toyota,Camry,,local used,automatic,Central Business District,"₦ 7,600,000"
Toyota Avalon Limited 2007 Silver,Toyota,Avalon,,foreign used,automatic,Apapa,"₦ 13,000,000"
Toyota Highlander SE 2011 Gray,Toyota,Highlander,,foreign used,automatic,Ikeja,"₦ 18,650,000"
Lexus RX 350 2022 White,Lexus,RX,,foreign used,automatic,Ikotun/Igando,"₦ 80,500,000"
Kia Morning 2012 White,Kia,Morning,2012,foreign used,automatic,Ojo,"₦ 9,100,000"
Lexus ES 350 2011 White,Lexus,ES,,foreign used,automatic,Mabushi,"₦ 15,000,000"
Toyota Camry 2007 Silver,Toyota,Camry,2007,foreign used,automatic,Apapa,"₦ 12,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2017 Silver,Hyundai,Sonata,,foreign used,automatic,Ajah,"₦ 20,000,000"
Dodge Challenger 2019 Gray,Dodge,Challenger,2019,foreign used,automatic,Lekki,"₦ 55,000,000"
Mercedes-Benz C300 2010 Black,,,,local used,automatic,Kaduna / Kaduna State,"₦ 9,500,000"
Land Rover Range Rover Sport 2008 Black,Land,Rover,,local used,automatic,Isolo,"₦ 7,000,000"
New Mercedes-Benz GLS-Class 2024 Burgundy,New,Mercedes-Benz,,new,automatic,Victoria Island,"₦ 610,000,000"
Mercedes-Benz GLS-Class GLS450 4Matic 2017 Gray,,,,foreign used,automatic,Ajah,"₦ 37,000,000"
Lexus GX 470 Sport Utility 2006 Black,Lexus,GX,,foreign used,automatic,Port-Harcourt,"₦ 19,500,000"
Honda Civic Sedan EX 2013 Black,Honda,Civic,,foreign used,automatic,Port-Harcourt,"₦ 14,500,000"
Toyota Land Cruiser Prado 2024 Black,Toyota,Land,,local used,automatic,Central Business District,"₦ 92,000,000"
Hyundai Elantra 2013 Red,Hyundai,Elantra,2013,local used,automatic,Ikeja,"₦ 6,900,000"
Ford Edge 2008,Ford,Edge,2008,local used,automatic,Port-Harcourt,"₦ 4,700,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,local used,automatic,Gwarinpa,"₦ 7,000,000"
Honda Accord Touring V6 4dr Sedan FWD (3.5L 6cyl 6A) 2017 Black,Honda,Accord,,foreign used,automatic,Lekki,"₦ 19,500,000"
Toyota Tacoma 2015 Blue,Toyota,Tacoma,2015,foreign used,automatic,Apapa,"₦ 27,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Silver,Toyota,Highlander,,foreign used,automatic,Alimosho,"₦ 31,450,000"
Toyota Avalon 2019 Black,Toyota,Avalon,2019,foreign used,automatic,Central Business District,"₦ 58,500,000"
Toyota Corolla 2020 Blue,Toyota,Corolla,2020,foreign used,automatic,Central Business District,"₦ 26,500,000"
New Toyota Land Cruiser Prado 2023 Gray,New,Toyota,,new,automatic,Victoria Island,"₦ 119,999,999"
Toyota Corolla 2018 Blue,Toyota,Corolla,2018,foreign used,automatic,Ilupeju,"₦ 164,531,250"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Brown,Toyota,Highlander,,foreign used,automatic,Ajah,"₦ 37,600,000"
Hyundai Sonata 2015 Gray,Hyundai,Sonata,2015,local used,automatic,Ikeja,"₦ 12,500,000"
Toyota Highlander 2004 Gold,Toyota,Highlander,2004,local used,automatic,Obafemi-Owode,"₦ 5,800,000"
Hyundai Elantra 1.6 GLS Automatic 2008 Blue,Hyundai,Elantra,,local used,automatic,Central Business District,"₦ 4,000,000"
Toyota Venza 2013 Red,Toyota,Venza,2013,foreign used,automatic,Lekki,"₦ 21,000,000"
Lexus ES 350 2011 Blue,Lexus,ES,,local used,automatic,Akure,"₦ 10,500,000"
Toyota Camry 2003 Gold,Toyota,Camry,2003,local used,automatic,Benin City,"₦ 4,860,000"
Mercedes-Benz GLE-Class 2016 Black,,,,local used,automatic,Central Business District,"₦ 35,000,000"
BMW X5 2015 Blue,BMW,X5,2015,local used,automatic,Central Business District,"₦ 27,850,000"
Lexus ES 330 2006 Silver,Lexus,ES,,local used,automatic,Port-Harcourt,"₦ 7,500,000"
Lexus RX 350 2017 Gold,Lexus,RX,,foreign used,automatic,Ogudu,"₦ 53,000,000"
Mercedes-Benz GLC-Class 2016 White,,,,foreign used,automatic,Ajah,"₦ 38,000,000"
Toyota Matrix 2006 Black,Toyota,Matrix,2006,foreign used,automatic,Apapa,"₦ 9,400,000"
Toyota Corolla LE 2005 Silver,Toyota,Corolla,,foreign used,automatic,Apapa,"₦ 9,500,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2020 Black,,,,foreign used,automatic,Lekki,"₦ 98,000,000"
Lexus ES 2003 Black,Lexus,ES,2003,local used,automatic,Agege,"₦ 5,000,000"
Toyota Venza V6 AWD 2010 Gray,Toyota,Venza,,foreign used,automatic,Ikeja,"₦ 17,500,000"
Mercedes-Benz GLS-Class GLS450 4Matic 2017 Gray,,,,foreign used,automatic,Lokogoma,"₦ 57,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Red,Toyota,Corolla,,foreign used,automatic,Ojodu,"₦ 12,300,000"
Toyota Tacoma 2013 Green,Toyota,Tacoma,2013,foreign used,automatic,Apapa,"₦ 27,500,000"
Toyota 4-Runner Limited V6 2005 Black,Toyota,4-Runner,,local used,automatic,Port-Harcourt,"₦ 6,000,000"
Lexus ES 350 2012 Black,Lexus,ES,,foreign used,automatic,Central Business District,"₦ 17,100,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,Garki 2,"₦ 16,750,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2020 Black,,,,foreign used,automatic,Lekki,"₦ 156,000,000"
Mercedes-Benz E350 2012 Silver,,,,local used,automatic,Gwarinpa,"₦ 11,500,000"
Mercedes-Benz CLS 2001 Black,,,,local used,automatic,Port-Harcourt,"₦ 6,000,000"
Honda Ridgeline RTL 2006 Gray,Honda,Ridgeline,,foreign used,automatic,Isolo,"₦ 11,200,000"
BMW X5 2013 White,BMW,X5,2013,foreign used,automatic,Ifako-Ijaiye,"₦ 23,985,000"
Toyota Hilux 2013 White,Toyota,Hilux,2013,local used,manual,Onitsha,"₦ 16,500,000"
Lexus ES 350 2009 Black,Lexus,ES,,local used,automatic,Gwarinpa,"₦ 10,500,000"
Toyota Camry 2018 Silver,Toyota,Camry,2018,local used,automatic,Kubwa,"₦ 28,500,000"
Toyota HiAce 2010 Silver,Toyota,HiAce,2010,foreign used,automatic,Apapa,"₦ 20,000,000"
Lexus ES 330 2006 Off white,Lexus,ES,,local used,automatic,Oluyole,"₦ 6,500,000"
Land Rover Range Rover Evoque Pure AWD 5-Door 2013 Black,Land,Rover,,foreign used,automatic,Apapa,"₦ 25,000,000"
Lexus RX 350 F SPORT AWD 2013 Gray,Lexus,RX,,foreign used,automatic,Apapa,"₦ 30,000,000"
Mercedes-Benz M Class 2012 White,,,,local used,automatic,Surulere,"₦ 17,600,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,foreign used,automatic,Amuwo-Odofin,"₦ 11,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2019 Black,,,,foreign used,automatic,Lekki,"₦ 98,300,000"
Toyota RAV4 2010 Gray,Toyota,RAV4,2010,foreign used,automatic,Apapa,"₦ 16,500,000"
Lexus GX 460 Premium 2012 Black,Lexus,GX,,foreign used,automatic,Lekki,"₦ 27,500,000"
Mercedes-Benz G-Class 2020 Matt Black,,,,foreign used,automatic,Lekki,"₦ 360,000,000"
Mercedes-Benz GLC-Class 2017 White,,,,foreign used,automatic,Amuwo-Odofin,"₦ 39,000,000"
Mercedes-Benz GLK-Class 2015 Black,,,,foreign used,automatic,Apapa,"₦ 24,000,000"
